,Player,Year,Position,Age,Height,Weight,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP,Y1 PP ATOI,Y2 PP ATOI,Y3 PP ATOI,Y4 PP ATOI,Y5 PP ATOI,Y1 PP G/60,Y2 PP G/60,Y3 PP G/60,Y4 PP G/60,Y5 PP G/60,Y5 dPP G/60,Y1 PP ixG/60,Y2 PP ixG/60,Y3 PP ixG/60,Y4 PP ixG/60,Y5 PP ixG/60,Y1 EV G/60,Y2 EV G/60,Y3 EV G/60,Y4 EV G/60,Y5 EV G/60,Y1 EV ixG/60,Y2 EV ixG/60,Y3 EV ixG/60,Y4 EV ixG/60,Y5 EV ixG/60
Alex Ovechkin 2015,Alex Ovechkin,2015,L,29.038,75,238,79.0,78.0,82.0,78,81,4.4477,3.6338,4.5997,5.0355,3.8181,1.1953,2.752,4.3482,3.6663,4.8502,1.85975,2.2949,2.5032,3.0815,2.8229,3.9032,1.0904,1.1929,1.2335,1.3453,1.2587,1.5093,1.1905,1.4702,1.249,1.3191
Alex Ovechkin 2016,Alex Ovechkin,2016,L,30.038,75,238,78.0,82.0,78.0,81,79,3.6338,4.5997,5.0355,3.8181,4.2935,2.752,4.3482,3.6663,4.8502,3.361,-0.5431749999999997,2.5032,3.0815,2.8229,3.9032,3.8724,1.1929,1.2335,1.3453,1.2587,1.4705,1.1905,1.4702,1.249,1.3191,1.3291
Alex Ovechkin 2017,Alex Ovechkin,2017,L,31.04,75,238,82.0,78.0,81.0,79,82,4.5997,5.0355,3.8181,4.2935,3.7238,4.3482,3.6663,4.8502,3.361,3.3404,-0.7160250000000001,3.0815,2.8229,3.9032,3.8724,2.7026,1.2335,1.3453,1.2587,1.4705,0.8006,1.4702,1.249,1.3191,1.3291,1.1204
Alex Ovechkin 2018,Alex Ovechkin,2018,L,32.039,75,238,78.0,81.0,79.0,82,82,5.0355,3.8181,4.2935,3.7238,4.2083,3.6663,4.8502,3.361,3.3404,2.9558,-0.8486750000000001,2.8229,3.9032,3.8724,2.7026,2.6378,1.3453,1.2587,1.4705,0.8006,1.473,1.249,1.3191,1.3291,1.1204,1.4776
Alex Ovechkin 2019,Alex Ovechkin,2019,L,33.039,75,238,81.0,79.0,82.0,82,81,3.8181,4.2935,3.7238,4.2083,4.4292,4.8502,3.361,3.3404,2.9558,3.0103,-0.6165500000000002,3.9032,3.8724,2.7026,2.6378,2.557,1.2587,1.4705,0.8006,1.473,1.4828,1.3191,1.3291,1.1204,1.4776,1.3652
Alex Ovechkin 2020,Alex Ovechkin,2020,L,34.038,75,238,79.0,82.0,82.0,81,80,4.2935,3.7238,4.2083,4.4292,4.8571,3.361,3.3404,2.9558,3.0103,2.3616,-0.805275,3.8724,2.7026,2.6378,2.557,2.1625,1.4705,0.8006,1.473,1.4828,1.9732,1.3291,1.1204,1.4776,1.3652,1.6469
Alex Ovechkin 2021,Alex Ovechkin,2021,L,35.04,75,238,82.0,82.0,81.0,80,65,3.7238,4.2083,4.4292,4.8571,4.1456,3.3404,2.9558,3.0103,2.3616,2.8947,-0.022324999999999928,2.7026,2.6378,2.557,2.1625,2.3343,0.8006,1.473,1.4828,1.9732,1.3063,1.1204,1.4776,1.3652,1.6469,1.3486
Alex Ovechkin 2022,Alex Ovechkin,2022,L,36.039,75,238,82.0,81.0,80.0,65,77,4.2083,4.4292,4.8571,4.1456,4.7567,2.9558,3.0103,2.3616,2.8947,2.621,-0.1846000000000001,2.6378,2.557,2.1625,2.3343,2.3971,1.473,1.4828,1.9732,1.3063,1.6273,1.4776,1.3652,1.6469,1.3486,1.5759
Alex Ovechkin 2023,Alex Ovechkin,2023,L,37.039,75,238,81.0,80.0,65.0,77,73,4.4292,4.8571,4.1456,4.7567,4.7075,3.0103,2.3616,2.8947,2.621,2.4443,-0.2775999999999996,2.557,2.1625,2.3343,2.3971,2.2113,1.4828,1.9732,1.3063,1.6273,1.4883,1.3652,1.6469,1.3486,1.5759,1.7265
Evgeni Malkin 2011,Evgeni Malkin,2011,C,24.17,75,195,,82.0,82.0,67,43,,5.0311,5.5598,4.8831,5.3318,,2.4724,1.8425,2.3841,1.3085,-0.9245000000000001,,2.0693,2.1739,2.6987,2.4388,,1.4149,0.8752,0.7448,0.968,,1.1536,0.9729,1.1195,1.6108
Evgeni Malkin 2012,Evgeni Malkin,2012,C,25.17,75,195,82.0,82.0,67.0,43,75,5.0311,5.5598,4.8831,5.3318,4.3771,2.4724,1.8425,2.3841,1.3085,2.1932,0.19132499999999997,2.0693,2.1739,2.6987,2.4388,3.137,1.4149,0.8752,0.7448,0.968,1.8383,1.1536,0.9729,1.1195,1.6108,1.3436
Evgeni Malkin 2013,Evgeni Malkin,2013,C,26.172,75,195,82.0,67.0,43.0,75,52,5.5598,4.8831,5.3318,4.3771,4.5059,1.8425,2.3841,1.3085,2.1932,1.7182,-0.21387500000000004,2.1739,2.6987,2.4388,3.137,1.9308,0.8752,0.7448,0.968,1.8383,0.6382,0.9729,1.1195,1.6108,1.3436,1.1303
Evgeni Malkin 2014,Evgeni Malkin,2014,C,27.171,75,195,67.0,43.0,75.0,52,60,4.8831,5.3318,4.3771,4.5059,4.5744,2.3841,1.3085,2.1932,1.7182,1.5302,-0.3708,2.6987,2.4388,3.137,1.9308,2.1251,0.7448,0.968,1.8383,0.6382,1.0354,1.1195,1.6108,1.3436,1.1303,0.8963
Evgeni Malkin 2015,Evgeni Malkin,2015,C,28.171,75,195,43.0,75.0,52.0,60,69,5.3318,4.3771,4.5059,4.5744,3.6498,1.3085,2.1932,1.7182,1.5302,2.1443,0.45677499999999993,2.4388,3.137,1.9308,2.1251,2.2202,0.968,1.8383,0.6382,1.0354,1.0844,1.6108,1.3436,1.1303,0.8963,1.0866
Evgeni Malkin 2016,Evgeni Malkin,2016,C,29.17,75,195,75.0,52.0,60.0,69,57,4.3771,4.5059,4.5744,3.6498,3.8129,2.1932,1.7182,1.5302,2.1443,3.0368,1.140325,3.137,1.9308,2.1251,2.2202,2.4651,1.8383,0.6382,1.0354,1.0844,1.1017,1.3436,1.1303,0.8963,1.0866,0.994
Evgeni Malkin 2017,Evgeni Malkin,2017,C,30.172,75,195,52.0,60.0,69.0,57,62,4.5059,4.5744,3.6498,3.8129,3.6823,1.7182,1.5302,2.1443,3.0368,2.8909,0.783525,1.9308,2.1251,2.2202,2.4651,2.702,0.6382,1.0354,1.0844,1.1017,1.4295,1.1303,0.8963,1.0866,0.994,0.9712
Evgeni Malkin 2018,Evgeni Malkin,2018,C,31.171,75,195,60.0,69.0,57.0,62,78,4.5744,3.6498,3.8129,3.6823,3.6703,1.5302,2.1443,3.0368,2.8909,2.9342,0.5336500000000002,2.1251,2.2202,2.4651,2.702,2.2441,1.0354,1.0844,1.1017,1.4295,1.4124,0.8963,1.0866,0.994,0.9712,1.186
Evgeni Malkin 2019,Evgeni Malkin,2019,C,32.171,75,195,69.0,57.0,62.0,78,68,3.6498,3.8129,3.6823,3.6703,3.4272,2.1443,3.0368,2.8909,2.9342,2.3171,-0.43445,2.2202,2.4651,2.702,2.2441,1.7092,1.0844,1.1017,1.4295,1.4124,0.6912,1.0866,0.994,0.9712,1.186,0.8925
Evgeni Malkin 2020,Evgeni Malkin,2020,C,33.17,75,195,57.0,62.0,78.0,68,64,3.8129,3.6823,3.6703,3.4272,3.6161,3.0368,2.8909,2.9342,2.3171,2.1118,-0.68295,2.4651,2.702,2.2441,1.7092,1.9111,1.1017,1.4295,1.4124,0.6912,1.2443,0.994,0.9712,1.186,0.8925,1.1579
Evgeni Malkin 2021,Evgeni Malkin,2021,C,34.172,75,195,62.0,78.0,68.0,64,48,3.6823,3.6703,3.4272,3.6161,3.1313,2.8909,2.9342,2.3171,2.1118,2.3226,-0.2408999999999999,2.702,2.2441,1.7092,1.9111,1.4217,1.4295,1.4124,0.6912,1.2443,0.4989,0.9712,1.186,0.8925,1.1579,0.5379
Evgeni Malkin 2022,Evgeni Malkin,2022,C,35.171,75,195,78.0,68.0,64.0,48,41,3.6703,3.4272,3.6161,3.1313,3.7841,2.9342,2.3171,2.1118,2.3226,3.4805,1.059075,2.2441,1.7092,1.9111,1.4217,2.3696,1.4124,0.6912,1.2443,0.4989,1.1074,1.186,0.8925,1.1579,0.5379,0.9896
Evgeni Malkin 2023,Evgeni Malkin,2023,C,36.171,75,195,68.0,64.0,48.0,41,82,3.4272,3.6161,3.1313,3.7841,4.0764,2.3171,2.1118,2.3226,3.4805,1.9745,-0.5834999999999999,1.7092,1.9111,1.4217,2.3696,2.0772,0.6912,1.2443,0.4989,1.1074,0.8079,0.8925,1.1579,0.5379,0.9896,1.0347
Blake Wheeler 2012,Blake Wheeler,2012,R,25.085,77,220,,81.0,82.0,81,80,,0.9249,2.0707,1.33,2.6465,,2.4027,1.0601,0.0,1.7004,0.5461333333333334,,1.3526,1.4886,0.9515,1.381,,1.0243,0.8185,0.9831,0.5084,,0.8165,0.6753,0.7094,0.817
Blake Wheeler 2013,Blake Wheeler,2013,R,26.087,77,220,81.0,82.0,81.0,80,82,0.9249,2.0707,1.33,2.6465,2.601,2.4027,1.0601,0.0,1.7004,0.9612,-0.3295999999999999,1.3526,1.4886,0.9515,1.381,1.2082,1.0243,0.8185,0.9831,0.5084,1.3425,0.8165,0.6753,0.7094,0.817,1.0218
Blake Wheeler 2014,Blake Wheeler,2014,R,27.086,77,220,82.0,81.0,80.0,82,82,2.0707,1.33,2.6465,2.601,2.64,1.0601,0.0,1.7004,0.9612,2.2173,1.2868749999999998,1.4886,0.9515,1.381,1.2082,1.7353,0.8185,0.9831,0.5084,1.3425,0.9639,0.6753,0.7094,0.817,1.0218,0.8467
Blake Wheeler 2015,Blake Wheeler,2015,R,28.086,77,220,81.0,80.0,82.0,82,79,1.33,2.6465,2.601,2.64,3.2403,0.0,1.7004,0.9612,2.2173,0.4688,-0.750925,0.9515,1.381,1.2082,1.7353,1.4971,0.9831,0.5084,1.3425,0.9639,1.037,0.7094,0.817,1.0218,0.8467,0.9099
Blake Wheeler 2016,Blake Wheeler,2016,R,29.085,77,220,80.0,82.0,82.0,79,82,2.6465,2.601,2.64,3.2403,3.1654,1.7004,0.9612,2.2173,0.4688,0.6935,-0.6434249999999999,1.381,1.2082,1.7353,1.4971,1.2027,0.5084,1.3425,0.9639,1.037,1.0039,0.817,1.0218,0.8467,0.9099,0.8436
Blake Wheeler 2017,Blake Wheeler,2017,R,30.087,77,220,82.0,82.0,79.0,82,82,2.601,2.64,3.2403,3.1654,2.9364,0.9612,2.2173,0.4688,0.6935,1.2459,0.16070000000000007,1.2082,1.7353,1.4971,1.2027,1.6254,1.3425,0.9639,1.037,1.0039,0.8796,1.0218,0.8467,0.9099,0.8436,0.763
Blake Wheeler 2018,Blake Wheeler,2018,R,31.086,77,220,82.0,79.0,82.0,82,81,2.64,3.2403,3.1654,2.9364,3.1496,2.2173,0.4688,0.6935,1.2459,1.4111,0.2547250000000001,1.7353,1.4971,1.2027,1.6254,1.0867,0.9639,1.037,1.0039,0.8796,0.7954,0.8467,0.9099,0.8436,0.763,0.6581
Blake Wheeler 2019,Blake Wheeler,2019,R,32.086,77,220,79.0,82.0,82.0,81,82,3.2403,3.1654,2.9364,3.1496,3.5874,0.4688,0.6935,1.2459,1.4111,0.4079,-0.5469250000000001,1.4971,1.2027,1.6254,1.0867,0.7227,1.037,1.0039,0.8796,0.7954,0.7325,0.9099,0.8436,0.763,0.6581,0.6817
Blake Wheeler 2020,Blake Wheeler,2020,R,33.085,77,220,82.0,82.0,81.0,82,83,3.1654,2.9364,3.1496,3.5874,3.2404,0.6935,1.2459,1.4111,0.4079,1.0432,0.10359999999999991,1.2027,1.6254,1.0867,0.7227,0.9341,1.0039,0.8796,0.7954,0.7325,0.9374,0.8436,0.763,0.6581,0.6817,0.7183
Blake Wheeler 2021,Blake Wheeler,2021,R,34.087,77,220,82.0,81.0,82.0,83,73,2.9364,3.1496,3.5874,3.2404,2.9783,1.2459,1.4111,0.4079,1.0432,1.6116,0.5845749999999998,1.6254,1.0867,0.7227,0.9341,1.0638,0.8796,0.7954,0.7325,0.9374,0.868,0.763,0.6581,0.6817,0.7183,0.6541
Blake Wheeler 2022,Blake Wheeler,2022,R,35.087,77,220,81.0,82.0,83.0,73,65,3.1496,3.5874,3.2404,2.9783,3.1546,1.4111,0.4079,1.0432,1.6116,0.8778,-0.24064999999999992,1.0867,0.7227,0.9341,1.0638,1.0623,0.7954,0.7325,0.9374,0.868,0.8055,0.6581,0.6817,0.7183,0.6541,0.8646
Blake Wheeler 2023,Blake Wheeler,2023,R,36.086,77,220,82.0,83.0,73.0,65,72,3.5874,3.2404,2.9783,3.1546,2.75,0.4079,1.0432,1.6116,0.8778,2.1212,1.136075,0.7227,0.9341,1.0638,1.0623,1.5619,0.7325,0.9374,0.868,0.8055,0.541,0.6817,0.7183,0.6541,0.8646,0.783
David Krejci 2011,David Krejci,2011,C,24.428,72,192,,56.0,82.0,79,75,,2.1452,2.3797,2.4179,2.688,,0.4994,1.5374,1.8847,0.2976,-1.0095666666666667,,1.1152,1.5185,1.8276,1.276,,0.344,0.8652,0.5834,0.6433,,0.5992,0.7934,0.7641,0.7758
David Krejci 2012,David Krejci,2012,C,25.427,72,192,56.0,82.0,79.0,75,79,2.1452,2.3797,2.4179,2.688,2.4405,0.4994,1.5374,1.8847,0.2976,0.6224,-0.43237500000000006,1.1152,1.5185,1.8276,1.276,1.227,0.344,0.8652,0.5834,0.6433,1.0471,0.5992,0.7934,0.7641,0.7758,0.8348
David Krejci 2013,David Krejci,2013,C,26.429,72,192,82.0,79.0,75.0,79,80,2.3797,2.4179,2.688,2.4405,2.2085,1.5374,1.8847,0.2976,0.6224,0.0,-1.085525,1.5185,1.8276,1.276,1.227,0.8482,0.8652,0.5834,0.6433,1.0471,0.7996,0.7934,0.7641,0.7758,0.8348,0.8265
David Krejci 2014,David Krejci,2014,C,27.429,72,192,79.0,75.0,79.0,80,80,2.4179,2.688,2.4405,2.2085,2.5617,1.8847,0.2976,0.6224,0.0,0.8783,0.17712499999999998,1.8276,1.276,1.227,0.8482,1.1207,0.5834,0.6433,1.0471,0.7996,0.7541,0.7641,0.7758,0.8348,0.8265,0.9161
David Krejci 2015,David Krejci,2015,C,28.428,72,192,75.0,79.0,80.0,80,47,2.688,2.4405,2.2085,2.5617,2.2138,0.2976,0.6224,0.0,0.8783,0.5766,0.12702500000000005,1.276,1.227,0.8482,1.1207,0.7726,0.6433,1.0471,0.7996,0.7541,0.4152,0.7758,0.8348,0.8265,0.9161,0.5881
David Krejci 2016,David Krejci,2016,C,29.427,72,192,79.0,80.0,80.0,47,72,2.4405,2.2085,2.5617,2.2138,3.2306,0.6224,0.0,0.8783,0.5766,1.0318,0.512475,1.227,0.8482,1.1207,0.7726,1.501,1.0471,0.7996,0.7541,0.4152,0.6964,0.8348,0.8265,0.9161,0.5881,0.6583
David Krejci 2017,David Krejci,2017,C,30.429,72,192,80.0,80.0,47.0,72,82,2.2085,2.5617,2.2138,3.2306,2.55,0.0,0.8783,0.5766,1.0318,2.2956,1.6739249999999999,0.8482,1.1207,0.7726,1.501,1.6879,0.7996,0.7541,0.4152,0.6964,0.7208,0.8265,0.9161,0.5881,0.6583,0.8228
David Krejci 2018,David Krejci,2018,C,31.429,72,192,80.0,47.0,72.0,82,64,2.5617,2.2138,3.2306,2.55,2.2263,0.8783,0.5766,1.0318,2.2956,2.9477,1.7521250000000002,1.1207,0.7726,1.501,1.6879,2.4234,0.7541,0.4152,0.6964,0.7208,0.651,0.9161,0.5881,0.6583,0.8228,0.7493
David Krejci 2019,David Krejci,2019,C,32.428,72,192,47.0,72.0,82.0,64,81,2.2138,3.2306,2.55,2.2263,2.2484,0.5766,1.0318,2.2956,2.9477,1.9768,0.26387499999999986,0.7726,1.501,1.6879,2.4234,1.1898,0.4152,0.6964,0.7208,0.651,0.6797,0.5881,0.6583,0.8228,0.7493,0.6566
David Krejci 2020,David Krejci,2020,C,33.427,72,192,72.0,82.0,64.0,81,71,3.2306,2.55,2.2263,2.2484,1.9213,1.0318,2.2956,2.9477,1.9768,1.5358,-0.5271749999999997,1.501,1.6879,2.4234,1.1898,1.2477,0.6964,0.7208,0.651,0.6797,0.6509,0.6583,0.8228,0.7493,0.6566,0.6454
David Krejci 2021,David Krejci,2021,C,34.429,72,192,82.0,64.0,81.0,71,74,2.55,2.2263,2.2484,1.9213,2.5167,2.2956,2.9477,1.9768,1.5358,1.4024,-0.786575,1.6879,2.4234,1.1898,1.2477,0.6323,0.7208,0.651,0.6797,0.6509,0.4052,0.8228,0.7493,0.6566,0.6454,0.699
Paul Stastny 2011,Paul Stastny,2011,C,24.762,72,193,,66.0,45.0,81,74,,4.223,4.0848,3.7767,3.0761,,0.6458,2.2849,1.7652,1.0543,-0.5110000000000001,,1.062,1.3877,1.6111,1.5148,,1.2914,0.3596,0.5098,0.8821,,0.6675,0.5553,0.5988,0.659
Paul Stastny 2012,Paul Stastny,2012,C,25.761,72,193,66.0,45.0,81.0,74,79,4.223,4.0848,3.7767,3.0761,2.3549,0.6458,2.2849,1.7652,1.0543,2.2577,0.8201499999999997,1.062,1.3877,1.6111,1.5148,1.8479,1.2914,0.3596,0.5098,0.8821,0.6715,0.6675,0.5553,0.5988,0.659,0.7184
Paul Stastny 2013,Paul Stastny,2013,C,26.763,72,193,45.0,81.0,74.0,79,68,4.0848,3.7767,3.0761,2.3549,2.7029,2.2849,1.7652,1.0543,2.2577,1.1099,-0.7306249999999999,1.3877,1.6111,1.5148,1.8479,1.0389,0.3596,0.5098,0.8821,0.6715,0.7219,0.5553,0.5988,0.659,0.7184,0.7289
Paul Stastny 2014,Paul Stastny,2014,C,27.763,72,193,81.0,74.0,79.0,68,71,3.7767,3.0761,2.3549,2.7029,2.3758,1.7652,1.0543,2.2577,1.1099,1.4228,-0.12397499999999995,1.6111,1.5148,1.8479,1.0389,1.0299,0.5098,0.8821,0.6715,0.7219,1.1519,0.5988,0.659,0.7184,0.7289,0.7903
Paul Stastny 2015,Paul Stastny,2015,C,28.762,72,193,74.0,79.0,68.0,71,74,3.0761,2.3549,2.7029,2.3758,2.3426,1.0543,2.2577,1.1099,1.4228,2.4228,0.9616250000000002,1.5148,1.8479,1.0389,1.0299,1.4685,0.8821,0.6715,0.7219,1.1519,0.5076,0.659,0.7184,0.7289,0.7903,0.669
Paul Stastny 2016,Paul Stastny,2016,C,29.761,72,193,79.0,68.0,71.0,74,64,2.3549,2.7029,2.3758,2.3426,2.3661,2.2577,1.1099,1.4228,2.4228,0.7924,-1.0109000000000001,1.8479,1.0389,1.0299,1.4685,0.87,0.6715,0.7219,1.1519,0.5076,0.4871,0.7184,0.7289,0.7903,0.669,0.588
Paul Stastny 2017,Paul Stastny,2017,C,30.763,72,193,68.0,71.0,74.0,64,66,2.7029,2.3758,2.3426,2.3661,2.5826,1.1099,1.4228,2.4228,0.7924,1.76,0.3230249999999999,1.0389,1.0299,1.4685,0.87,1.1547,0.7219,1.1519,0.5076,0.4871,0.792,0.7289,0.7903,0.669,0.588,0.5047
Paul Stastny 2018,Paul Stastny,2018,C,31.763,72,193,71.0,74.0,64.0,66,82,2.3758,2.3426,2.3661,2.5826,2.638,1.4228,2.4228,0.7924,1.76,0.8321,-0.7674,1.0299,1.4685,0.87,1.1547,1.5821,1.1519,0.5076,0.4871,0.792,0.6481,0.7903,0.669,0.588,0.5047,0.6777
Paul Stastny 2019,Paul Stastny,2019,C,32.762,72,193,74.0,64.0,66.0,82,50,2.3426,2.3661,2.5826,2.638,2.0333,2.4228,0.7924,1.76,0.8321,0.5902,-0.861625,1.4685,0.87,1.1547,1.5821,0.5937,0.5076,0.4871,0.792,0.6481,0.8814,0.669,0.588,0.5047,0.6777,0.9701
Paul Stastny 2020,Paul Stastny,2020,C,33.761,72,193,64.0,66.0,82.0,50,83,2.3661,2.5826,2.638,2.0333,2.3225,0.7924,1.76,0.8321,0.5902,1.8193,0.8256249999999999,0.87,1.1547,1.5821,0.5937,1.6837,0.4871,0.792,0.6481,0.8814,0.7439,0.588,0.5047,0.6777,0.9701,0.7803
Paul Stastny 2021,Paul Stastny,2021,C,34.763,72,193,66.0,82.0,50.0,83,82,2.5826,2.638,2.0333,2.3225,2.9518,1.76,0.8321,0.5902,1.8193,0.726,-0.5244,1.1547,1.5821,0.5937,1.6837,1.2065,0.792,0.6481,0.8814,0.7439,0.8203,0.5047,0.6777,0.9701,0.7803,0.6981
Paul Stastny 2022,Paul Stastny,2022,C,35.763,72,193,82.0,50.0,83.0,82,71,2.638,2.0333,2.3225,2.9518,1.7418,0.8321,0.5902,1.8193,0.726,1.9407,0.9488000000000001,1.5821,0.5937,1.6837,1.2065,1.4897,0.6481,0.8814,0.7439,0.8203,0.98,0.6777,0.9701,0.7803,0.6981,0.8078
Paul Stastny 2023,Paul Stastny,2023,C,36.762,72,193,50.0,83.0,82.0,71,73,2.0333,2.3225,2.9518,1.7418,1.5772,0.5902,1.8193,0.726,1.9407,1.0423,-0.22675,0.5937,1.6837,1.2065,1.4897,1.55,0.8814,0.7439,0.8203,0.98,0.5618,0.9701,0.7803,0.6981,0.8078,0.7674
Sidney Crosby 2011,Sidney Crosby,2011,C,23.152,71,200,,53.0,77.0,81,41,,5.1752,5.3823,5.0072,5.4285,,1.3125,1.0134,1.9232,2.6958,1.2794333333333334,,1.1451,1.6178,1.5619,1.8794,,1.3611,1.2979,1.6638,1.9196,,1.3205,1.015,1.0397,1.1332
Sidney Crosby 2012,Sidney Crosby,2012,C,24.151,71,200,53.0,77.0,81.0,41,22,5.1752,5.3823,5.0072,5.4285,3.8879,1.3125,1.0134,1.9232,2.6958,1.403,-0.3332250000000001,1.1451,1.6178,1.5619,1.8794,2.2486,1.3611,1.2979,1.6638,1.9196,1.132,1.3205,1.015,1.0397,1.1332,1.2688
Sidney Crosby 2013,Sidney Crosby,2013,C,25.153,71,200,77.0,81.0,41.0,22,61,5.3823,5.0072,5.4285,3.8879,4.3722,1.0134,1.9232,2.6958,1.403,1.1436,-0.6152500000000001,1.6178,1.5619,1.8794,2.2486,1.9482,1.2979,1.6638,1.9196,1.132,1.2485,1.015,1.0397,1.1332,1.2688,1.1696
Sidney Crosby 2014,Sidney Crosby,2014,C,26.153,71,200,81.0,41.0,22.0,61,80,5.0072,5.4285,3.8879,4.3722,4.2879,1.9232,2.6958,1.403,1.1436,1.924,0.13259999999999983,1.5619,1.8794,2.2486,1.9482,1.7723,1.6638,1.9196,1.132,1.2485,1.0922,1.0397,1.1332,1.2688,1.1696,0.8833
Sidney Crosby 2015,Sidney Crosby,2015,C,27.152,71,200,41.0,22.0,61.0,80,77,5.4285,3.8879,4.3722,4.2879,3.6359,2.6958,1.403,1.1436,1.924,2.1431,0.3514999999999999,1.8794,2.2486,1.9482,1.7723,1.8112,1.9196,1.132,1.2485,1.0922,0.8774,1.1332,1.2688,1.1696,0.8833,1.0211
Sidney Crosby 2016,Sidney Crosby,2016,C,28.151,71,200,22.0,61.0,80.0,77,80,3.8879,4.3722,4.2879,3.6359,3.711,1.403,1.1436,1.924,2.1431,2.021,0.367575,2.2486,1.9482,1.7723,1.8112,1.9843,1.132,1.2485,1.0922,0.8774,1.1919,1.2688,1.1696,0.8833,1.0211,0.9943
Sidney Crosby 2017,Sidney Crosby,2017,C,29.153,71,200,61.0,80.0,77.0,80,75,4.3722,4.2879,3.6359,3.711,3.6142,1.1436,1.924,2.1431,2.021,3.0989,1.290975,1.9482,1.7723,1.8112,1.9843,2.2552,1.2485,1.0922,0.8774,1.1919,1.4875,1.1696,0.8833,1.0211,0.9943,1.0932
Sidney Crosby 2018,Sidney Crosby,2018,C,30.153,71,200,80.0,77.0,80.0,75,82,4.2879,3.6359,3.711,3.6142,3.6494,1.924,2.1431,2.021,3.0989,1.8045,-0.49224999999999985,1.7723,1.8112,1.9843,2.2552,2.254,1.0922,0.8774,1.1919,1.4875,0.872,0.8833,1.0211,0.9943,1.0932,1.0913
Sidney Crosby 2019,Sidney Crosby,2019,C,31.152,71,200,77.0,80.0,75.0,82,79,3.6359,3.711,3.6142,3.6494,3.2162,2.1431,2.021,3.0989,1.8045,2.8337,0.5668250000000001,1.8112,1.9843,2.2552,2.254,1.7283,0.8774,1.1919,1.4875,0.872,1.0158,1.0211,0.9943,1.0932,1.0913,1.0677
Sidney Crosby 2020,Sidney Crosby,2020,C,32.151,71,200,80.0,75.0,82.0,79,48,3.711,3.6142,3.6494,3.2162,3.8053,2.021,3.0989,1.8045,2.8337,1.5383,-0.9012249999999997,1.9843,2.2552,2.254,1.7283,1.7156,1.1919,1.4875,0.872,1.0158,1.093,0.9943,1.0932,1.0913,1.0677,0.8882
Sidney Crosby 2021,Sidney Crosby,2021,C,33.154,71,200,75.0,82.0,79.0,48,80,3.6142,3.6494,3.2162,3.8053,3.0194,3.0989,1.8045,2.8337,1.5383,1.8065,-0.5123499999999999,2.2552,2.254,1.7283,1.7156,2.1747,1.4875,0.872,1.0158,1.093,1.1418,1.0932,1.0913,1.0677,0.8882,0.9578
Sidney Crosby 2022,Sidney Crosby,2022,C,34.153,71,200,82.0,79.0,48.0,80,69,3.6494,3.2162,3.8053,3.0194,3.342,1.8045,2.8337,1.5383,1.8065,2.0815,0.08575000000000021,2.254,1.7283,1.7156,2.1747,2.0414,0.872,1.0158,1.093,1.1418,1.2144,1.0913,1.0677,0.8882,0.9578,1.0178
Sidney Crosby 2023,Sidney Crosby,2023,C,35.152,71,200,79.0,48.0,80.0,69,82,3.2162,3.8053,3.0194,3.342,3.9008,2.8337,1.5383,1.8065,2.0815,1.6882,-0.3768,1.7283,1.7156,2.1747,2.0414,2.4515,1.0158,1.093,1.1418,1.2144,1.085,1.0677,0.8882,0.9578,1.0178,1.0762
Anze Kopitar 2011,Anze Kopitar,2011,C,23.105,75,225,,82.0,82.0,82,75,,4.0567,3.8835,3.8864,3.63,,2.1644,1.3189,2.6358,1.3223,-0.7173999999999998,,1.6379,1.6674,1.5012,1.4545,,0.8508,0.9226,0.8544,0.9069,,0.7172,0.9127,0.8375,0.9092
Anze Kopitar 2012,Anze Kopitar,2012,C,24.105,75,225,82.0,82.0,82.0,75,82,4.0567,3.8835,3.8864,3.63,3.4134,2.1644,1.3189,2.6358,1.3223,1.7149,-0.14544999999999986,1.6379,1.6674,1.5012,1.4545,1.9664,0.8508,0.9226,0.8544,0.9069,0.7006,0.7172,0.9127,0.8375,0.9092,0.8812
Anze Kopitar 2013,Anze Kopitar,2013,C,25.107,75,225,82.0,82.0,75.0,82,80,3.8835,3.8864,3.63,3.4134,2.8064,1.3189,2.6358,1.3223,1.7149,0.0,-1.747975,1.6674,1.5012,1.4545,1.9664,0.8766,0.9226,0.8544,0.9069,0.7006,0.789,0.9127,0.8375,0.9092,0.8812,0.6045
Anze Kopitar 2014,Anze Kopitar,2014,C,26.106,75,225,82.0,75.0,82.0,80,82,3.8864,3.63,3.4134,2.8064,3.4024,2.6358,1.3223,1.7149,0.0,2.1505,0.7322500000000001,1.5012,1.4545,1.9664,0.8766,1.7717,0.8544,0.9069,0.7006,0.789,0.8991,0.8375,0.9092,0.8812,0.6045,0.7758
Anze Kopitar 2015,Anze Kopitar,2015,C,27.105,75,225,75.0,82.0,80.0,82,79,3.63,3.4134,2.8064,3.4024,2.8426,1.3223,1.7149,0.0,2.1505,1.6031,0.30617499999999986,1.4545,1.9664,0.8766,1.7717,1.0666,0.9069,0.7006,0.789,0.8991,0.4604,0.9092,0.8812,0.6045,0.7758,0.5962
